site name,gauge number,owner,lat,lon
Taylors Vineyard,A5061010,SA - Department for Environment and Water,-33.99486,138.698984
TCECO2,61700086,WA - Department of Water and Environmental Regulation,-30.51610734,115.1041915
Teachers College,142902A,"QLD - Department of Regional Development, Manufacturing and Water",-27.415,153.0352778
Teddington Weir HW,138005A,"QLD - Department of Regional Development, Manufacturing and Water",-25.65041421,152.6653108
Teds Pool,606001,WA - Department of Water and Environmental Regulation,-34.7668237,116.6157713
Teds Pool,509300,WA - Department of Water and Environmental Regulation,-34.7668237,116.6157713
Teemburra Dam,125015A,QLD - SunWater,-21.21755,148.66505
Teemburra Dam TW,125014A,QLD - SunWater,-21.22222,148.66548
Teemburra Dam TW,125014A,"QLD - Department of Regional Development, Manufacturing and Water",-21.22374236,148.6637575
Teewah_C Coops Cnr,140002A,"QLD - Department of Regional Development, Manufacturing and Water",-26.0571685,153.0426495
Telementry Monitoring Bore Ali Curung,RN017595,"NT - Department of Environment, Parks and Water Security",-21.016284,134.441024
TELEPHONE BANK,41010037,"NSW - Department of Planning, Industry and Environment – Water",-34.5125,144.0188
Telephone Rd,509217,WA - Department of Water and Environmental Regulation,-32.74350998,116.2970364
Temby Rd,510062,WA - Department of Water and Environmental Regulation,-33.15474176,117.7242067
Temby Road,609030,WA - Department of Water and Environmental Regulation,-33.1702589,117.7232644
Temby Road D/S Drain,6091310,WA - Department of Water and Environmental Regulation,-33.18599689,117.7219884
Tempkun,9990007,WA - Department of Water and Environmental Regulation,-15.78046873,128.739828
TEN MILE @ DELBURN,226409C,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.28862203,146.2754621
TEN MILE @ KAWARREN,235239,"VIC - Department of Environment, Land, Water and Planning",-38.4597783,143.5972256
TEN MILE @H/BROOK #3,410187,"NSW - Department of Planning, Industry and Environment – Water",-35.756,147.3464
Ten Mile Bk Wsl,ODSS_18325_STAMN.1,WA - Water Corporation,-33.963617,115.1248985
Ten Mile Bk Wsl,ODSS_18325_WSLAHD.1,WA - Water Corporation,-33.963617,115.1248985
Ten Mile Brook Dam WSL SCADA,ODSS_61927_WSLAHD.1,WA - Water Corporation,-33.963617,115.1248985
Tennant Crk - Old Telegraph Station,G0290240,"NT - Department of Environment, Parks and Water Security",-19.55621,134.233148
TENTERFIELD CLIFTON,416003,"NSW - Department of Planning, Industry and Environment – Water",-29.0312,151.7246
TENTERFIELD CR @ WS,416053,"NSW - Department of Planning, Industry and Environment – Water",-29.0723,152.0178
TENTERFIELD RAIN,556001,"NSW - Department of Planning, Industry and Environment – Water",-29.1147,152.0514
Tenthill_Ck TentHill,143212A,"QLD - Department of Regional Development, Manufacturing and Water",-27.63431111,152.2154028
TERRIGAL@U/S MARTHAG,421153,"NSW - Department of Planning, Industry and Environment – Water",-30.8248,147.7133
Terrors_Ck Dayboro,142105A,"QLD - Department of Regional Development, Manufacturing and Water",-27.21,152.8338889
Teviot The Overflow,145012A,"QLD - Department of Regional Development, Manufacturing and Water",-27.927905,152.859937
Teviot_Brook Croftby,145011A,"QLD - Department of Regional Development, Manufacturing and Water",-28.148048,152.57005
TH1B,61700074,WA - Department of Water and Environmental Regulation,-30.50660437,115.0780996
TH1C,61700075,WA - Department of Water and Environmental Regulation,-30.50659535,115.0780998
TH2C,61700072,WA - Department of Water and Environmental Regulation,-30.50805476,115.085927
THALABA CK @ BELARRE,418091,"NSW - Department of Planning, Industry and Environment – Water",-29.66582386,148.6879429
Thane_Ck Ellangowan,422327A,"QLD - Department of Regional Development, Manufacturing and Water",-27.95916375,151.6666691
Thargomindah,011201A,"QLD - Department of Regional Development, Manufacturing and Water",-27.98694428,143.8313886
The Bluff,002102A,"QLD - Department of Regional Development, Manufacturing and Water",-25.79250386,139.5752793
The Boulders,111105A,"QLD - Department of Regional Development, Manufacturing and Water",-17.34716667,145.8726667
THE BRAIDS,412150,"NSW - Department of Planning, Industry and Environment – Water",-34.24643658,143.9989629
The Coorong at Long Point,A4261135,SA - Department for Environment and Water,-35.695657,139.161785
The Coorong at Pelican Point,A4261134,SA - Department for Environment and Water,-35.6005,139.0266
The Coorong at Robs Point,A4260572,SA - Department for Environment and Water,-35.786,139.2951
The Coorong NW Snipe Island,A4261165,SA - Department for Environment and Water,-36.10874,139.608272
THE CRAGS,2122801,"NSW - Department of Planning, Industry and Environment – Water",-34.39072749,150.4252802
The Crusher,501028,WA - Department of Water and Environmental Regulation,-14.86423155,125.8291794
The Fisheries,111005A,"QLD - Department of Regional Development, Manufacturing and Water",-17.18319444,145.72475
The Hill,810001,WA - Department of Water and Environmental Regulation,-15.36532449,128.8465379
The Hill,502010,WA - Department of Water and Environmental Regulation,-15.365453,128.845596
The Kerries,81,NSW - Snowy Hydro Limited,-36.2598,148.3772556
The Oaks Pluvio,A5090505,SA - Department for Environment and Water,-31.9373,138.3282
THE OAKS RG,583034,VIC - Melbourne Water Corporation (Melbourne Water),-37.6398,146.137
The Rocks,8091112,WA - Department of Water and Environmental Regulation,-15.48834138,128.346398
THE SPRINGS RG,585078,VIC - Melbourne Water Corporation (Melbourne Water),-37.7448,146.541
THE TOWERS,2122725,"NSW - Department of Planning, Industry and Environment – Water",-34.78444413,149.6950002
THE WOODCUTTERS,412183,"NSW - Department of Planning, Industry and Environment – Water",-34.29003109,143.9936813
THEGOA @ INLET D/S,42510080,"NSW - Department of Planning, Industry and Environment – Water",-34.1082,141.9045
Theresa Ck_Clermont,130203A,"QLD - Department of Regional Development, Manufacturing and Water",-23.41139206,148.1183367
Theresa Ck_Ellendale,130208A,"QLD - Department of Regional Development, Manufacturing and Water",-22.9769,147.5839
Theresa Ck_Kilmarnoc,130218A,"QLD - Department of Regional Development, Manufacturing and Water",-23.06055347,147.4813887
Theresa Ck_Theresa,130217A,"QLD - Department of Regional Development, Manufacturing and Water",-22.97611075,147.5561114
Theresa Ck_Valeria,130210A,"QLD - Department of Regional Development, Manufacturing and Water",-23.18563889,147.8948056
Theresa_Gregory Hwy,130206A,"QLD - Department of Regional Development, Manufacturing and Water",-23.42923889,148.1513806
Thermal Sp Mataranka,G9035092,"NT - Department of Environment, Parks and Water Security",-14.923042,133.13512
THIRLMERE,568352,NSW - Sydney Water Corporation (Sydney Water),-34.2052,150.5707
Thirlmere Rainfall 1,568232,"NSW - Department of Planning, Industry and Environment – Water",-34.21990627,150.5472105
Thirty Mile Hut,915005A,"QLD - Department of Regional Development, Manufacturing and Water",-20.14833333,143.7688889
This data is loaded  as Dam operators load MCD dat,DAM_MOONEY.1,NSW - Gosford City Council,-33.37641667,151.2490556
THOM. @U/S COWWARR W,225231,"VIC - Department of Environment, Land, Water and Planning",-37.97499864,146.625004
THOM. @U/S COWWARR W,225231A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.97499864,146.625004
THOMASTOWN RG,229856A,VIC - Melbourne Water Corporation (Melbourne Water),-37.6785,144.989
THOMPSON C GHAZEEPOR,235255,"VIC - Department of Environment, Land, Water and Planning",-38.27008794,144.2936358
THOMPSONS LANE SITE2,21010055,"NSW - Department of Planning, Industry and Environment – Water",-32.1448,150.9034
THOMSON @ BUNDALAGUA,225232,"VIC - Department of Environment, Land, Water and Planning",-38.04526544,146.9921134
THOMSON @ BUNDALAGUA,225232A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.04526544,146.9921134
THOMSON @ COWWARR HG,225228,"VIC - Department of Environment, Land, Water and Planning",-37.99666,146.65796
THOMSON @ COWWARR HG,225228A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.99666,146.65796
THOMSON @ HEYFIELD,225200,"VIC - Department of Environment, Land, Water and Planning",-37.98544026,146.7801402
THOMSON @ HEYFIELD,225200A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.98544026,146.7801402
THOMSON @ NARROWS,225210,"VIC - Department of Environment, Land, Water and Planning",-37.89101,146.40282
THOMSON @ NEWLAND RD,225105,"VIC - Department of Environment, Land, Water and Planning",-37.766,146.1786
THOMSON @ WALHALLA,225207,"VIC - Department of Environment, Land, Water and Planning",-37.958861,146.420175
THOMSON @ WANDOCKA,225212,"VIC - Department of Environment, Land, Water and Planning",-38.01068638,146.8810046
THOMSON @ WANDOCKA,225212A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.01068638,146.8810046
THOMSON DAM WALL RG,225815A,VIC - Melbourne Water Corporation (Melbourne Water),-37.8431,146.399
THOMSON DAM WALL RG,585056,VIC - Melbourne Water Corporation (Melbourne Water),-37.8433,146.399
THOMSON DIVERSION,225703,"VIC - Department of Environment, Land, Water and Planning",-37.99878619,146.6584252
THOMSON DIVERSION,225703B,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.99878619,146.6584252
THOMSON DS WHITELAWS,225114A,VIC - Melbourne Water Corporation (Melbourne Water),-37.7113,146.282
THOMSON PORTAL RG,225814A,VIC - Melbourne Water Corporation (Melbourne Water),-37.6955,146.214
THOMSON R @ RAINBOW,225243A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.00405658,146.7926938
THOMSON R WHITELAWS,225114,"VIC - Department of Environment, Land, Water and Planning",-37.71277777,146.2819456
THOMSON R-COOPERS CK,225208B,VIC - Melbourne Water Corporation (Melbourne Water),-37.9836,146.425
Thomson R_Longreach,003202A,"QLD - Department of Regional Development, Manufacturing and Water",-23.40991,144.22869
THOMSON RESERVOIR,225256A,VIC - Melbourne Water Corporation (Melbourne Water),-37.837,146.39
THOMSON RIV D/S DAM,225112A,VIC - Melbourne Water Corporation (Melbourne Water),-37.8504,146.403
THOMSON RIV-NARROWS,225210B,VIC - Melbourne Water Corporation (Melbourne Water),-37.91,146.404
THOMSON RV @ MCARDLE,225260,"VIC - Department of Environment, Land, Water and Planning",-38.12752893,147.0689029
THOMSON-YARRA TUNNEL,229649A,VIC - Melbourne Water Corporation (Melbourne Water),-37.7202,145.993
Thomson_R Jundah,003201A,"QLD - Department of Regional Development, Manufacturing and Water",-24.81472269,143.0558295
Thomsons Road,509283,WA - Department of Water and Environmental Regulation,-34.66742301,116.7035475
THONE R @ DEEP CK RD,207018,"NSW - Department of Planning, Industry and Environment – Water",-31.484857,152.530302
Thorn Hill Road,509318,WA - Department of Water and Environmental Regulation,-34.32220361,115.9281334
THORNTON,502215A,VIC - Melbourne Water Corporation (Melbourne Water),-37.254,145.738
THORPDALE,502252A,VIC - Melbourne Water Corporation (Melbourne Water),-38.29642028,146.2292183
THRED,222541,NSW - Snowy Hydro Limited,-36.37846631,148.5797323
Three Mile Ck,120217A,"QLD - Department of Regional Development, Manufacturing and Water",-20.57972222,147.785
Three Moon Abercorn,136101C,"QLD - Department of Regional Development, Manufacturing and Water",-25.12890304,151.1306622
Three Moon Abercorn,136101A,"QLD - Department of Regional Development, Manufacturing and Water",-25.13015755,151.1327851
Three Moon Anyarro,136101B,"QLD - Department of Regional Development, Manufacturing and Water",-25.08525281,151.1156235
Three Moon at B'gogo,136122A,QLD - SunWater,-24.562708,151.004785
Three Moon at Monto,136119A,QLD - SunWater,-24.86594444,151.1085
Three Moon_C Meldale,136102A,"QLD - Department of Regional Development, Manufacturing and Water",-24.68513877,150.9640858
Three Moon_Ck Monto,136119A,"QLD - Department of Regional Development, Manufacturing and Water",-24.86668825,151.1085616
THREE WAYS,EVR507,QLD - Brisbane City Council,-27.443587,152.826974
THULE @ LOW THULE RD,409109,"NSW - Department of Planning, Industry and Environment – Water",-35.68211549,144.3531107
Thurns Road Rainfall,568296,"NSW - Department of Planning, Industry and Environment – Water",-34.1437,150.6467
THURRA @ POINT HICKS,221204,"VIC - Department of Environment, Land, Water and Planning",-37.72569094,149.2603109
Ti Tree Ck nr Prospt,A4261269,SA - Department for Environment and Water,-35.26051606,138.7403183
Ti Tree Ck nr Prospt,A4261269,SA - Murraylands and Riverland Landscape Board,-35.26051606,138.7403183
TIA @ TIA,206009,"NSW - Department of Planning, Industry and Environment – Water",-31.1862,151.8302
Tiger Rd,509317,WA - Department of Water and Environmental Regulation,-34.34498807,115.8550014
TIMBARRA @ DRAKE,204046,"NSW - Department of Planning, Industry and Environment – Water",-29.05473,152.38605
TIMBARRA @ NUNNIONG,223402,"VIC - Department of Environment, Land, Water and Planning",-37.14833333,147.98
TIMBARRA @ TIMBARRA,223207,"VIC - Department of Environment, Land, Water and Planning",-37.31277483,148.0483915
TIMBARRA BILLYRIMBAH,204033,"NSW - Department of Planning, Industry and Environment – Water",-29.1928,152.2512
TIMBARRA DS WILKINSO,223212,"VIC - Department of Environment, Land, Water and Planning",-37.44631843,148.0634337
Timber C PLC Stn,G8110005,"NT - Department of Environment, Parks and Water Security",-15.648578,130.484556
Timber C US Hwy,G8110012,"NT - Department of Environment, Parks and Water Security",-15.762606,130.523041
Timber Creek at South Coast Road,A5131002,SA - Department for Environment and Water,-35.8547,137.4729
TIN POT CREEK U/S DERBY JEEP TRK,19212.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.18048,147.8228
TINAMBA MAIN O/FALL,225748,"VIC - Department of Environment, Land, Water and Planning",-37.82337367,146.9797063
Tinana Barrage HW,138008A,QLD - SunWater,-25.57206,152.7181
Tinana_C Bauple East,138903A,"QLD - Department of Regional Development, Manufacturing and Water",-25.82033498,152.722162
Tinana_C Goomboorian,138006A,"QLD - Department of Regional Development, Manufacturing and Water",-26.04885034,152.7781442
Tinana_Ck Tagigan Rd,138009A,"QLD - Department of Regional Development, Manufacturing and Water",-26.07732958,152.7838197
Tinaroo Falls Dam,110014A,QLD - SunWater,-17.164314,145.546399
Tinaroo Falls Dam TW,110006C,QLD - SunWater,-17.16315,145.543813
Tinderry Mountains,570968,ACT - Icon Water Limited,-35.74216667,149.2783611
Tirigie,506008,WA - Department of Water and Environmental Regulation,-24.64500607,113.9975987
Todd R Anzac Oval,G0060009,"NT - Department of Environment, Parks and Water Security",-23.695057,133.885069
TODS CORNER CANAL - Flume,528.4,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.98708333,146.8458889
Tognelas Farm,509377,WA - Department of Water and Environmental Regulation,-32.89879095,115.8937145
TOMAHAWK RIVER U/S TIDAL LIMIT,19202.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-40.891505,147.75241
TOMBULLEN D/S WEIR,41010970,"NSW - Department of Planning, Industry and Environment – Water",-34.6461,146.1371
TOMBULLEN STORAGE,41010971,"NSW - Department of Planning, Industry and Environment – Water",-34.6455,146.1365
TONALLI RV (SITE 1),2122995,"NSW - Department of Planning, Industry and Environment – Water",-34.1162,150.1842
TONALLI RV (SITE 2),2122996,"NSW - Department of Planning, Industry and Environment – Water",-34.11194467,150.2033336
TONALLI RV (SITE 3),2122997,"NSW - Department of Planning, Industry and Environment – Water",-34.0956,150.229
TONGARRA [GLENHAVEN],568186,NSW - Sydney Water Corporation (Sydney Water),-34.581,150.718
TOOLAMBA COM. DRAIN,405730,"VIC - Department of Environment, Land, Water and Planning",-36.50409551,145.3109206
TOOLERN @ MELTON,231231,"VIC - Department of Environment, Land, Water and Planning",-37.72767696,144.5788391
TOOLERN C-MELTON STH,231231A,VIC - Melbourne Water Corporation (Melbourne Water),-37.728,144.579
TOOLERN VALE RG,587019,VIC - Melbourne Water Corporation (Melbourne Water),-37.56349142,144.5686139
Toolillie Gully Upstream Tod Reservoir,A5120503,SA - Department for Environment and Water,-34.4668,135.8204
Toolillie Pluvio,A5120508,SA - Department for Environment and Water,-34.4779,135.7816
Toolondo Reservoir,TOOLONDO,VIC - Grampians Wimmera Mallee Water Corporation (GWMWater),-37.01325,141.947
Toolunga,707005,WA - Department of Water and Environmental Regulation,-22.02260013,115.5945187
Toolunka Inlet/Out,A4261105,SA - Department for Environment and Water,-34.11553288,139.9594779
TOOMA @ PINEGROVE,401014,"NSW - Department of Planning, Industry and Environment – Water",-36.04153056,148.0534944
TOOMA @ PINEGROVE B,401014B,"NSW - Department of Planning, Industry and Environment – Water",-36.04153056,148.0534944
Tooma at Tooma Res,401565,NSW - Snowy Hydro Limited,-36.05471667,148.2782083
Toomet,184,NSW - Snowy Hydro Limited,-36.05333333,148.2777778
TOOMS RIVER D/S TOOMS LAKE,18206.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-42.212062,147.78273
TOOMUC @ PAKENHAM,228217,"VIC - Department of Environment, Land, Water and Planning",-38.06537919,145.4621908
TOOMUC CK-PAKENHAM W,228217C,VIC - Melbourne Water Corporation (Melbourne Water),-38.0641,145.464
TOOMUC-PAKENHAM,228217B,VIC - Melbourne Water Corporation (Melbourne Water),-38.064295,145.463492
TOOMUC-PAKENHAM,228217A,VIC - Melbourne Water Corporation (Melbourne Water),-38.063979,145.463622
TOONGABBIE BC,567151,NSW - Sydney Water Corporation (Sydney Water),-33.7841483,150.9526136
TOONGABBIE BRIENS RD,213005,"NSW - Department of Planning, Industry and Environment – Water",-33.800128,150.980839
TOONUMBAR DAM STO,203042,"NSW - Department of Planning, Industry and Environment – Water",-28.6185,152.7936
TOOPUNTAL CHANNEL,412180,"NSW - Department of Planning, Industry and Environment – Water",-34.30437404,144.0749906
TOOR,401554,NSW - Snowy Hydro Limited,-36.1,148.26
Toorak Caison/Toorak,A4260586,SA - Department for Environment and Water,-34.25765492,140.5690394
TOORONGA @ NOOJEE,226219,"VIC - Department of Environment, Land, Water and Planning",-37.85333333,146.0433333
TOOROURRONG RES RG,86117,VIC - Melbourne Water Corporation (Melbourne Water),-37.4779,145.151
Topanup,607018,WA - Department of Water and Environmental Regulation,-34.34233596,116.4486497
Torbay Townsite,603025,WA - Department of Water and Environmental Regulation,-35.02686752,117.6438654
TORBRECK STATION,512218A,VIC - Melbourne Water Corporation (Melbourne Water),-37.3442,146.028
Torrens at Batchelor,570902,"ACT - Environment, Planning and Sustainable Development Directorate",-35.37258333,149.0878611
TORRENS RIVER @ Gorge Weir,A5040501.1,SA - South Australian Water Corporation (SA Water),-34.85606538,138.731272
TORRENS RIVER @ Gumeracha Weir,A5040500.1,SA - South Australian Water Corporation (SA Water),-34.82174282,138.852326
TORRENS RIVER @ Holbrooks Rd,A5040529.1,SA - Hills and Fleurieu Landscape Board,-34.91359323,138.5485886
TORRENS RIVER @ Kangaroo Ck. Res.,A5040531.1,SA - South Australian Water Corporation (SA Water),-34.86494831,138.7748339
TORRENS RIVER @ Mt Pleasant,A5040512AA.1,SA - South Australian Water Corporation (SA Water),-34.78642916,139.028635
Torrens River @ Seaview Road Bridge,A5041014.1,SA - Hills and Fleurieu Landscape Board,-34.93506957,138.4996808
Torrens River Catchment Pluviometer at Angas Creek,A5040558,SA - Department for Environment and Water,-34.8272,138.9384
Torrens River d/s Gorge Weir,W5040050.1,SA - Hills and Fleurieu Landscape Board,-34.85892771,138.7298722
Torrens River d/s Gumeracha Weir,W5040048.1,SA - Hills and Fleurieu Landscape Board,-34.82660688,138.8523888
Torrens River d/s Second Creek,A5041023.1,SA - Hills and Fleurieu Landscape Board,-34.89698189,138.6185673
Torrens River u/s Cudlee Creek,W5040049.1,SA - Hills and Fleurieu Landscape Board,-34.84270261,138.8398425
Torrens River u/s OG Road\044 Felixstow,W5040052.1,SA - Hills and Fleurieu Landscape Board,-34.88754349,138.640061
Torrens River u/s Silkes Road,W5040051.1,SA - Hills and Fleurieu Landscape Board,-34.86606277,138.6865809
Torrens Sq/Glenelg,A5040562,SA - Department for Environment and Water,-34.9788,138.5146
Torrens/Mt Pleasant,A5040512,SA - Department for Environment and Water,-34.7863,139.0286
Torrens_Creek,003206A,"QLD - Department of Regional Development, Manufacturing and Water",-20.82160967,145.0426148
TORRUMBARRY,409207,"VIC - Department of Environment, Land, Water and Planning",-35.942574,144.46466
Torrumbarry Weir,sp-o11430,VIC - Goulburn-Murray Rural Water Corporation (Goulburn-Murray Water),-35.9491905,144.47741
Tortilla Fl,G8170084,"NT - Department of Environment, Parks and Water Security",-13.090009,131.23371
TOUPNA CK @ MURPHYS,409226,"VIC - Department of Environment, Land, Water and Planning",-35.81679128,145.162515
TOWAMBA R @ TOWAMBA,220004,"NSW - Department of Planning, Industry and Environment – Water",-37.0715,149.6593
Townsend ck u/s Hwy,G8110170,"NT - Department of Environment, Parks and Water Security",-16.826634,131.543978
TOWRONG C TOC'WAL RD,409225,"VIC - Department of Environment, Land, Water and Planning",-35.79133989,145.0911829
Tp1,512005,WA - Department of Water and Environmental Regulation,-28.1654,120.0889
Tp2 Fridays Well,512004,WA - Department of Water and Environmental Regulation,-28.0587,120.0684
TP2_4,512003,WA - Department of Water and Environmental Regulation,-27.3,120.325
Tp3,512007,WA - Department of Water and Environmental Regulation,-27.974,120.0014
Tp32,512001,WA - Department of Water and Environmental Regulation,-28.4917,122.1
Tpm4-1,513002,WA - Department of Water and Environmental Regulation,-27.15756924,120.9025093
TRAFALGAR EAST,502245A,VIC - Melbourne Water Corporation (Melbourne Water),-38.1538,146.175
Trappers Road,605013,WA - Department of Water and Environmental Regulation,-34.4988189,116.8827852
TRARALGON @ KOORNALL,226410,"VIC - Department of Environment, Land, Water and Planning",-38.32297218,146.5315258
TRARALGON @ KOORNALL,226410A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.32297218,146.5315258
TRARALGON C JONES RD,226415,"VIC - Department of Environment, Land, Water and Planning",-38.2698709,146.5404981
TRARALGON CK,226023,"VIC - Department of Environment, Land, Water and Planning",-38.19405359,146.5439326
TRARALGON CK,226023B,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.19405359,146.5439326
Travellers Arms,616021,WA - Department of Water and Environmental Regulation,-32.2509,116.0905
Treen Brook,607170,WA - Department of Water and Environmental Regulation,-34.49144981,116.0005771
TRENTHAM NO 2 RES HG,406273,"VIC - Department of Environment, Land, Water and Planning",-37.407223,144.355459
Trephina Gorge,G0060005,"NT - Department of Environment, Parks and Water Security",-23.53682,134.380635
TREVALLYN LAKE - AT DAM,158.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.44755556,147.0868333
Trew Rd,509157,WA - Department of Water and Environmental Regulation,-31.92378347,116.2798099
Trew Rd Gs,616012,WA - Department of Water and Environmental Regulation,-31.917548,116.2763449
TRIGGER CK GW SYPHON,226253,"VIC - Department of Environment, Land, Water and Planning",-37.90305833,146.3686167
Tuckean swamp Baro,GW081044.1.1,"NSW - Department of Planning, Industry and Environment – Water",-28.91039,153.4268
Tuckers,610059,WA - Department of Water and Environmental Regulation,-33.61575869,115.6444554
Tugg Ck at Weir,410771,"ACT - Environment, Planning and Sustainable Development Directorate",-35.41905556,149.0738333
Tugg. Ck. U/S Sewer,410779,"ACT - Environment, Planning and Sustainable Development Directorate",-35.40697222,149.0578056
TUHJ,410533,NSW - Snowy Hydro Limited,-36.02444444,148.4411111
TULLAH - Meteorological,944.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.73666667,145.6155556
TULLAROOP @ CLUNES,407222,"VIC - Department of Environment, Land, Water and Planning",-37.22743357,143.8340699
TULLAROOP @ O'LET W.,407248,"VIC - Department of Environment, Land, Water and Planning",-37.09047812,143.8653354
TULLAROOP @ RES HG,407244,"VIC - Department of Environment, Land, Water and Planning",-37.09296795,143.8637307
Tullaroop Reservoir,sp-o11454,VIC - Goulburn-Murray Rural Water Corporation (Goulburn-Murray Water),-37.09296795,143.8637307
Tully Gorge,113015A,"QLD - Department of Regional Development, Manufacturing and Water",-17.77259587,145.6502543
Tully_R  Euramo,113006A,"QLD - Department of Regional Development, Manufacturing and Water",-17.99213889,145.9424722
Tully_R Falls,113001A,"QLD - Department of Regional Development, Manufacturing and Water",-17.77888819,145.5605541
Tully_R Koombloomba,113002A,"QLD - Department of Regional Development, Manufacturing and Water",-17.83000219,145.5958359
TUMBARUMBA @ BAKERS,401024,"NSW - Department of Planning, Industry and Environment – Water",-36.0007,148.0787
TUMBARUMBA @ TUMBA2,401007,"NSW - Department of Planning, Industry and Environment – Water",-33.783171,141.748196
Tumbinna Pool,504041,WA - Department of Water and Environmental Regulation,-21.22577484,120.4912416
Tumbinna Pool,710008,WA - Department of Water and Environmental Regulation,-21.22577484,120.4912416
Tummaville,422323A,"QLD - Department of Regional Development, Manufacturing and Water",-27.8699,151.510508
TUMMJ,41010891,"NSW - Department of Planning, Industry and Environment – Water",-35.0269,148.1879
Tumut 2 Dam RL,410545,NSW - Snowy Hydro Limited,-35.92665,148.3622139
TUMUT @ BRUNGLE BDGE,410039,"NSW - Department of Planning, Industry and Environment – Water",-35.1216,148.2057
TUMUT @ ODDYS BDGE,410073,"NSW - Department of Planning, Industry and Environment – Water",-35.3886,148.2478
Tumut Pond Reservoir,410542,NSW - Snowy Hydro Limited,-35.96495556,148.3900722
TUMUT RIVER @ TUMUT,410006,"NSW - Department of Planning, Industry and Environment – Water",-35.30252673,148.2333131
TUMUT U/S NIMBO O/T,410199,"NSW - Department of Planning, Industry and Environment – Water",-35.1931,148.1952
Tung Oil,112004A,"QLD - Department of Regional Development, Manufacturing and Water",-17.54563889,145.9325278
TUNGATINAH LAGOONS - AT DAM,170.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-42.28194444,146.4652778
Tunnel Rd Climate,509313,WA - Department of Water and Environmental Regulation,-32.94573584,116.4598162
Tunnel Road,614011,WA - Department of Water and Environmental Regulation,-32.94943267,116.4785376
Tunnel Road,509311,WA - Department of Water and Environmental Regulation,-32.94943178,116.4783236
TUPPAL @ ARATULA RD,409056,"NSW - Department of Planning, Industry and Environment – Water",-35.6281,145.0552
TUPPAL CK @ OLD TOC,409055,"NSW - Department of Planning, Industry and Environment – Water",-35.7133,145.4104
Turkey Nest,501013,WA - Department of Water and Environmental Regulation,-16.31866354,125.6236026
Turner at Barry Drv.,570813,"ACT - Environment, Planning and Sustainable Development Directorate",-35.26752778,149.1229444
TURON @ SOFALA,421026,"NSW - Department of Planning, Industry and Environment – Water",-33.080268,149.690157
TUROSS @ EUROBODALLA,218008,"NSW - Department of Planning, Industry and Environment – Water",-36.1289,150.0032
TUROSS @ TUROSS VALE,218001,"NSW - Department of Planning, Industry and Environment – Water",-36.2646,149.5103
TUROSS RV @ TUROSS,218009,"NSW - Department of Planning, Industry and Environment – Water",-36.2985,149.5012
TURRITABLE @ MACEDON,230213,"VIC - Department of Environment, Land, Water and Planning",-37.41890497,144.5848096
TURRITABLE @ MACEDON,230213A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.41890497,144.5848096
TWEED @ UKI,201900,"NSW - Department of Planning, Industry and Environment – Water",-28.413522,153.334927
TWEED R @ D/S PALMER,201015,"NSW - Department of Planning, Industry and Environment – Water",-28.43398056,153.2921611
TWELVE MILE C CANARY,407380,"VIC - Department of Environment, Land, Water and Planning",-35.98973889,143.8491361
Twin Culvert Road,509390,WA - Department of Water and Environmental Regulation,-34.27500169,115.9982572
Twin Hills,120309A,"QLD - Department of Regional Development, Manufacturing and Water",-21.95652128,146.9421904
TWIST CK @ WHISKY,402209,"VIC - Department of Environment, Land, Water and Planning",-36.325,146.8233333
Two People Bay,602191,WA - Department of Water and Environmental Regulation,-34.95757244,118.1608859
TX_Bokhara_R Hebel,TX422209A,"QLD - Department of Regional Development, Manufacturing and Water",-28.9694,147.7973
TX_Einasleigh,TX917106A,"QLD - Department of Regional Development, Manufacturing and Water",-18.50016111,144.0958528
TX_Flinders_R Etta P,TX915012A,"QLD - Department of Regional Development, Manufacturing and Water",-19.740502,141.265305
TX_Gilbert_R Rockfie,TX917001D,"QLD - Department of Regional Development, Manufacturing and Water",-18.20250277,142.8760139
TX_Gunpowder,TX913006A,"QLD - Department of Regional Development, Manufacturing and Water",-19.6878,139.3607
TX_Punchbowl,TX915016A,"QLD - Department of Regional Development, Manufacturing and Water",-20.42925,142.0436111
